id,text,label,event,pred
580321350750990336,Hashtags 4U9525 GermanWings A320 all useful for latest info on plane crash in southern France.,1,4,0
580319968484421633,A Germanwings A320 has crashed en route to Dusseldorf. Flight Radar 24 of the last known position. 4U9525,1,4,0
580326871302316033,IMAGE: .@USER altitude & speed chart of 4U9525. Aircraft entered a steep but constant descent.,1,4,0
580328565255852032,A320 Germanwings plane crash: Majority of victims likely to be German says French President,0,4,1
580329219646988289,Last position of the GermanWings Airbus A320 passenger jet that crashed in the French Alps,0,4,1
580324804403818496,"An Airbus A320 plane operated by Germanwings crashed in France near Digne les Bains, French Prime Minister says.",0,4,1
580340024736116736,"""No survivors"" from Germanwings crash in the Alps, French transport minister says",0,4,1
544289880805605376,The PM's office releases a statement about sydneysiege.,1,5,0
544516427827249153,BREAKING: Police confirm that SydneySiege is over. A bomb robot is to enter the front door of the care shortly.,1,5,0
544341406094213121,Deserted grounds of the evacuated Sydney Opera House - More on our LIVE page: sydneysiege,1,5,0
544377700677615616,Total number of people who have left the cafe in Sydney up to 5. The latest: SydneySiege,1,5,0
544511112654618624,BREAKING: Heavily armed police look to be storming the Lindt Café. SydneySiege 9News,1,5,0
544511676088066048,"What we know about Sheikh Haron, the suspected hostage taker in SydneySiege",1,5,0
544291619084959744,BREAKINGNEWS: One of the perpetrators have demanded to speak to President Tony Abbott. Threatens to blow explosives every 30min sydneysiege,1,5,0
544343410849886209,Updated: An armed person took hostages in a Sydney cafe and displayed a black flag with Arabic script,1,5,0
544369667096477696,"Police Surround Sydney Cafe, Where Armed Person Holds Hostages",1,5,0
544340091615715329,hostages in Sydney right now... my thoughts and prayers are with you guys. so much hatred in the world. this isn't the way.. sydneysiege,1,5,0
544515097625108480,"CPR being performed on at least 2 after Sydney siege, which has now ended, Australia's ABC reports",1,5,0
544287991959539713,ABC understands the national security committee of cabinet has just wrapped up a meeting about the sydneysiege,1,5,0
544319832486064128,"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated""",1,5,0
544518033902149632,"Stretchers taken from Sydney cafe after police storm building; fate of hostage-taker unknown - @USER, @USER",1,5,0
544497307933474816,"SydneySiege UPDATE: Gunman identified as local resident Man Monis, has police records",0,5,1
544515174376701952,If Sydney had been Texas 10 customers would have drawn guns the moment the ISIS terrorist walked in... 2A,0,5,1
544443377643954176,Watch: Escaped hostages are helping police create 'peaceful outcome' for Sydneysiege,0,5,1
544299273664593920,Australian prime minister Tony Abbott to hold news conference live on Sky News at 1.30am GMT about ongoing Sydney hostage situation,0,5,1
544503425082613761,"The man believed to be holding hostages in Sydney is Man Haron Monis, known as Sheikh Haron, source says",0,5,1
544391790615605249,"""Profoundly shocking"" -Australia PM Tony Abbott delivers second sydneysiege statement. MORE:",0,5,1
544336572141694976,SYDNEYSIEGE: Crowd gathers at police cordon in anticipation of news on hostage situation,0,5,1
544515072203444224,Breaking News: Police Storm Sydney Cafe Where Hostages Are Held,0,5,1
544301589931241472,"Australian PM Abbott expected to speak soon on ""reported hostage-taking incident"" in Sydney, @USER reports - @USER",0,5,1
524975847846203393,NHL says date of rescheduled game TBD. NHL ``wishes to express its sympathy and prayers to all affected by the tragic events in Ottawa'',1,6,0
524955304199352320,"Police confirming a 3rd shooting at Rideau Center here in Ottawa, a popular shopping mall downtown - very tense in city OttawaStrong",1,6,0
524995771587108864,This afternoon we've lowered our flags to half mast in honour of the Canadian Reservist who lost his life in Ottawa.,1,6,0
524953604717686784,CANADIAN OFFICIALS NOW CALLING TODAY'S PARLIAMENT SHOOTING A TERRORIST ATTACK -,1,6,0
524956294395224064,Here are the 3 locations of shootings in Ottawa around Parliament Hill (GoofleEarth) From: @USER,1,6,0
524943812339437569,Global News camera man reporting shots fired by Chateau Laurier hotel ottawa,1,6,0
524965775036387329,"Hero. @USER: Kevin Vickers, head of security in parliament, being credited for taking down shooter Ottawa",1,6,0
524991844292521984,Ottawa Police won't say if there are still suspects at large; say it is still an active operation - live video,1,6,0
524947964620701696,Some Leaf players say they heard shots this morning from the Tomb of the Unknown Soldier. Scary events in Ottawa,1,6,0
525045145079533568,.@USER and I have been speaking to some of our allies around the world. The PM will address the nation this evening. OttawaShooting,1,6,0
524981689781870593,One shooting victim succumbed to injuries. He was a member of the Canadian Forces. Our thoughts and prayers are with him and his loved ones.,1,6,0
525063393309630464,VIDEO: Key moments in today's Parliament Hill shootings.,0,6,1
524929559909916672,Parliament Hill is never going to be the same.,0,6,1
535270217689993216,According to psychiatric evaluation Gurlitt not mentally fit to write will bequeathing paintings to museum,1,0,0
536835011941396481,Gurlitt Bern museum accepts controversial art hoard - SWI swissinfo.ch @USER @USER,1,0,0
536845753394536448,Swiss museum will accept Gurlitt art trove,1,0,0
