id,text,label,event,pred
580324804403818496,"An Airbus A320 plane operated by Germanwings crashed in France near Digne les Bains, French Prime Minister says.",0,4,1
580340024736116736,"""No survivors"" from Germanwings crash in the Alps, French transport minister says",0,4,1
544289880805605376,The PM's office releases a statement about sydneysiege.,1,5,0
544511151900753921,BREAKING: Police have stormed the Lindt Chocolate Cafe in Martin Place sydneysiege ABCNews24,1,5,0
544377700677615616,Total number of people who have left the cafe in Sydney up to 5. The latest: SydneySiege,1,5,0
544511676088066048,"What we know about Sheikh Haron, the suspected hostage taker in SydneySiege",1,5,0
544296671950020609,From @USER on Ray Hadley's speculative reports: sydneysiege,1,5,0
544369667096477696,"Police Surround Sydney Cafe, Where Armed Person Holds Hostages",1,5,0
544340091615715329,hostages in Sydney right now... my thoughts and prayers are with you guys. so much hatred in the world. this isn't the way.. sydneysiege,1,5,0
544287991959539713,ABC understands the national security committee of cabinet has just wrapped up a meeting about the sydneysiege,1,5,0
544278985249550337,Geoblock lifted on ABCNews24. Streaming coverage of the Martin Place siege in Sydney here,1,5,0
544296158206894081,Breaking: Sydney On Lockdown as Dramatic Siege Unfolds sydneysiege,1,5,0
544343625069379584,Two young guys have arrived and are swigging from bottles of white wine. This is a hostage situation sydneysiege,0,5,1
544497307933474816,"SydneySiege UPDATE: Gunman identified as local resident Man Monis, has police records",0,5,1
544515174376701952,If Sydney had been Texas 10 customers would have drawn guns the moment the ISIS terrorist walked in... 2A,0,5,1
544495167836016640,"At least 5 dead as gunman goes on rampage in PA, suspect reportedly barricaded in a home",0,5,1
544299273664593920,Australian prime minister Tony Abbott to hold news conference live on Sky News at 1.30am GMT about ongoing Sydney hostage situation,0,5,1
544520586576547840,Video: The moment the police stormed the Sydney cafe. Police confirm the siege is now over.,0,5,1
544503425082613761,"The man believed to be holding hostages in Sydney is Man Haron Monis, known as Sheikh Haron, source says",0,5,1
544434192478519297,A female hostage stands by the front entrance of the cafe as she turns the lights off in Sydney. sydneysiege,0,5,1
544497405237161984,"Man Haron Monis, named as the sydneysiege gunman, may have a ""fetish for self-publicity"".",0,5,1
544515072203444224,Breaking News: Police Storm Sydney Cafe Where Hostages Are Held,0,5,1
544301589931241472,"Australian PM Abbott expected to speak soon on ""reported hostage-taking incident"" in Sydney, @USER reports - @USER",0,5,1
524956294395224064,Here are the 3 locations of shootings in Ottawa around Parliament Hill (GoofleEarth) From: @USER,1,6,0
524949315245322241,Gun fire exchange in Parliament Hill building Ottawa parliament shooting Canada BeSafeOttawa - via @USER,1,6,0
525039876366798849,Let NathanCirillo be remembered like this.The part time soldier doing his job & bringing a little happiness Ottawa,1,6,0
525045145079533568,.@USER and I have been speaking to some of our allies around the world. The PM will address the nation this evening. OttawaShooting,1,6,0
524924987774631936,BREAKING: Shooting reported at the War Memorial in Ottawa,0,6,1
525030331775463424,"Atlantic cadet programs cancelled, other cadets advised to not wear uniform but show up in business casual. OttawaShooting",0,6,1
524980483479076864,"Harden, Howard again named best at position in 2014-15 NBA GM Survey. Story:",0,6,1
524958741259886592,BREAKING: Four Blackwater guards convicted of voluntary manslaughter in 2007 Baghdad shooting,0,6,1
524977767688200192,"UPDATE: uOttawa courses + exams officially cancelled for the whole day. Lockdown still in effect. Stay indoors, stay safe Ottawa ottcity",0,6,1
535270217689993216,According to psychiatric evaluation Gurlitt not mentally fit to write will bequeathing paintings to museum,1,0,0
536835011941396481,Gurlitt Bern museum accepts controversial art hoard - SWI swissinfo.ch @USER @USER,1,0,0
536848139836481536,Gurlitt collection accepted by Kunstmuseum Bern @USER,1,0,0
536810390739755009,"Swiss museum, German officials to announce fate of Gurlitt art collection at 11CET.",0,0,1
500417151346696192,Americans are 8 times more likely to be killed by a police officer than by a terrorist. Ferguson,1,1,0
